utc_timestamp,actual_MW,forecast_MW
2020-01-04 20:00:00+00:00,52028.0,50836.966963438186
2020-01-04 21:00:00+00:00,50722.0,50169.562719601745
2020-01-04 22:00:00+00:00,47994.0,47527.70474050316
2020-01-04 23:00:00+00:00,44880.0,44577.492359488315
2020-01-05 00:00:00+00:00,42638.0,41824.602055544914
2020-01-05 01:00:00+00:00,41865.0,40612.59436849617
2020-01-05 02:00:00+00:00,40752.0,40392.12312416802
2020-01-05 03:00:00+00:00,40754.0,40393.002120829035
2020-01-05 04:00:00+00:00,40409.0,40268.75829905372
2020-01-05 05:00:00+00:00,39751.0,39673.32794091448
2020-01-05 06:00:00+00:00,41953.0,40733.994727815
2020-01-05 07:00:00+00:00,43752.0,44299.222641561166
2020-01-05 08:00:00+00:00,47044.0,48217.412070515325
2020-01-05 09:00:00+00:00,50397.0,50580.235950150796
2020-01-05 10:00:00+00:00,52744.0,53229.72569005552
2020-01-05 11:00:00+00:00,52825.0,53467.07818069269
2020-01-05 12:00:00+00:00,51568.0,51589.619382803845
2020-01-05 13:00:00+00:00,50470.0,50145.88940211222
2020-01-05 14:00:00+00:00,50177.0,49891.794561242255
2020-01-05 15:00:00+00:00,51651.0,51517.285048754165
2020-01-05 16:00:00+00:00,55601.0,55873.2579813054
2020-01-05 17:00:00+00:00,56412.0,56495.804209582624
2020-01-05 18:00:00+00:00,54808.0,55195.07195183502
2020-01-05 19:00:00+00:00,52478.0,52915.21916397755
2020-01-05 20:00:00+00:00,50972.0,51052.36255013586
2020-01-05 21:00:00+00:00,50438.0,52364.492940058684
2020-01-05 22:00:00+00:00,47398.0,48649.98604717608
2020-01-05 23:00:00+00:00,45225.0,43481.891485148844
2020-01-06 00:00:00+00:00,43646.0,41291.92014307727
2020-01-06 01:00:00+00:00,42812.0,40746.5471535439
2020-01-06 02:00:00+00:00,43212.0,40577.06654195511
2020-01-06 03:00:00+00:00,44464.0,42075.443677691
2020-01-06 04:00:00+00:00,47111.0,45422.17341456678
2020-01-06 05:00:00+00:00,51821.0,51630.68674107932
2020-01-06 06:00:00+00:00,57075.0,58251.14103263115
2020-01-06 07:00:00+00:00,59509.0,60835.409978737254
2020-01-06 08:00:00+00:00,61130.0,62260.195611345385
2020-01-06 09:00:00+00:00,62336.0,63069.26535612536
2020-01-06 10:00:00+00:00,63191.0,64393.61741451207
2020-01-06 11:00:00+00:00,63404.0,64236.88869544967
2020-01-06 12:00:00+00:00,62372.0,63651.33829830029
2020-01-06 13:00:00+00:00,61577.0,62568.3174540699
2020-01-06 14:00:00+00:00,61264.0,61914.5688744293
2020-01-06 15:00:00+00:00,62276.0,63186.760218456926
2020-01-06 16:00:00+00:00,66018.0,65841.16194614234
2020-01-06 17:00:00+00:00,66215.0,65795.19960928007
2020-01-06 18:00:00+00:00,64831.0,64197.70958089511
2020-01-06 19:00:00+00:00,61350.0,61127.54839866889
2020-01-06 20:00:00+00:00,58821.0,58106.71826111144
2020-01-06 21:00:00+00:00,56577.0,55075.693531889985
2020-01-06 22:00:00+00:00,52904.0,50901.37208802841
2020-01-06 23:00:00+00:00,50708.0,50349.5432664693
2020-01-07 00:00:00+00:00,49617.0,48494.82632521618
2020-01-07 01:00:00+00:00,48105.0,47523.967566525556
2020-01-07 02:00:00+00:00,48553.0,47838.01478977858
2020-01-07 03:00:00+00:00,50054.0,48825.39979260403
2020-01-07 04:00:00+00:00,53241.0,51516.65809925033
2020-01-07 05:00:00+00:00,60420.0,59903.35623551396
2020-01-07 06:00:00+00:00,66527.0,66716.20500599066
2020-01-07 07:00:00+00:00,69198.0,68485.5085686142
2020-01-07 08:00:00+00:00,69408.0,68591.14749164064
2020-01-07 09:00:00+00:00,69896.0,70219.98404736722
2020-01-07 10:00:00+00:00,70089.0,71054.26169192843
2020-01-07 11:00:00+00:00,69367.0,70506.91339774641
2020-01-07 12:00:00+00:00,69465.0,69863.42171421128
2020-01-07 13:00:00+00:00,68854.0,68548.92041623458
2020-01-07 14:00:00+00:00,68089.0,68471.08601803468
2020-01-07 15:00:00+00:00,68574.0,68655.64548281152
2020-01-07 16:00:00+00:00,70914.0,71749.895369561
2020-01-07 17:00:00+00:00,70678.0,72009.48138398491
2020-01-07 18:00:00+00:00,68990.0,69880.02967586012
2020-01-07 19:00:00+00:00,65235.0,66035.92059498043
2020-01-07 20:00:00+00:00,61997.0,63187.47151245136
2020-01-07 21:00:00+00:00,59030.0,59440.33812899575
2020-01-07 22:00:00+00:00,55343.0,55619.20335944423
2020-01-07 23:00:00+00:00,52694.0,50949.43245504611
